id,category_id,categoryname,question,option1,option2,option3,option4,option5,pictures,answer,explanation,,
1350,4,Pediatrics,Which of the following is usually an acute cause rather than chronic cause of diarrhea in a child? ,Infectious diarrhea,Inflammatory bowel disease,Cystic fibrosis,Celiac disease,,,1,"Acute diarrhea is most likely infectious, especially if onset is sudden or accompanied by vomiting, bloody stools, fever, anorexia, or listlessness. Diagnosis is clinical, and treatment is supportive until the condition resolves spontaneously.Chronic diarrhea is usually more significant. Causes include gluten-induced enteropathy (celiac disease), cystic fibrosis, sugar malabsorption, and allergic gastroenteropathy. Inflammatory bowel disease and some infections (eg, with Giardia) can also cause chronic diarrhea.",,
1351,4,Pediatrics,Which of the following is not required for a diagnosis of juvenile rheumatoid arthritis? ,Arthritis in at least one joint,Arthritis lasting for at least 6 weeks,Positive rheumatoid factor,Onset before the age of 16,Other causes of arthritis excluded,,3,"Juvenile rheumatoid arthritis (JRA) should be suspected in children with symptoms of arthritis, signs of iridocyclitis, generalized adenopathy, splenomegaly, or unexplained fever lasting more than a few days, or rash. Diagnosis is primarily clinical. Patients suspected of having JRA should be tested for rheumatoid factor (RF), antinuclear antibodies (ANA), and ESR as these tests may be helpful in diagnosing JRA and distinguishing its subtypes. In Still's disease, RF and ANA are absent. In pauciarticular-onset JRA, ANA are present in up to 75%. In polyarticular-onset JRA, RF usually is negative, but in some patients, mostly adolescent girls, it can be positive.",,
1352,4,Pediatrics,A child presents with bilateral shin pain. Which of the following suggests that this is not growing pains? ,Pain is poorly localized,Pain awakens the child at night,No fever or rash,Pain abates with reassurance and massage,Child may limp in the morning from stiffness,,5,"Growing pains are a common complaint of adolescents. Usually found in young men and women around the ages of 9 to 14, growing pains are the result of the rapid growth of these adolescents. Several conditions such as Osgood-Schlatter Disease, and Sever's Disease, are types of growing pains. These conditions are caused by inflammation around sites where large tendons insert. These tendons pull on the growing bone (at the growth plate) and cause inflammation. Growing pains are almost always seen in active youths, often while participating in sports. Growing pains are best treated with rest, stretching, and ice packs. If activities are causing significant growing pains, they should be avoided until the symptoms resolve. Growing pains are not usually associated with a limp.",,
1353,4,Pediatrics,Which of the following statements about precocious puberty is true? ,The cause is never found in most cases,The children are always shorter than average,The incidence is the same for males and females,Ketoconazole is the treatment of choice for females,All girls with breast development before age 10 require karyotyping for Turner syndrome,,1,"Precocious puberty is onset of sexual maturation before age 8 in girls or age 9 in boys. The onset of puberty is normally triggered by the hypothalamus (the area of the brain that helps control pituitary gland function). It signals the pituitary gland (a pea-sized gland near the base of the brain) to release hormones that stimulate the ovaries (in girls) or testicles (in boys) to make sex hormones.Sometimes, precocious puberty stems from a structural problem in the brain (such as a tumor), brain injury due to head trauma, an infection (such as meningitis), or a problem in the ovaries or thyroid gland that triggers the onset of puberty ahead of schedule - but this usually isn't the case.For the majority of girls, there's no underlying medical problem - they simply start puberty too early for no known reason. In boys, the condition is less common, and more likely to be associated with an underlying medical problem than it is in girls.In about 5% of boys, precocious puberty is inherited. Starting puberty early can be passed to the son from the father or to the son from the maternal grandfather through the mother (who will not be affected by the disorder). But less than 1% of girls affected by precocious puberty have inherited the condition.",,
1354,4,Pediatrics,Which of the following steps is not indicated in the management of croup? ,Keeping the child calm,Hydration,Antipyretics,Antibiotics,Humidified oxygen,,4,"Croup is acute inflammation of the upper and lower respiratory tracts caused most commonly by parainfluenza virus type 1 infection. It is characterized by a barking cough and inspiratory stridor. Diagnosis is usually obvious clinically but can be made by anteroposterior neck x-ray. Treatment is antipyretics, hydration, nebulized racemic epinephrine, and corticosteroids. If O2 saturation falls  92%, humidified O2 should be administered.",,
1355,4,Pediatrics,A 5 year old boy frequently wets his bed with foul smelling urine. His parents are concerned and would like to know what they can do to prevent this. After obtaining a complete history and physical examination which of the following is an appropriate next step? ,Urinalysis,Prescribe DDAVP (desmopressin),Prescribe imipramine,Imaging of the urinary system,Give a bed-wetting alarm,,1,"Nocturnal enuresis is a common problem that can be troubling for children and their families. Recent studies indicate that nocturnal enuresis is best regarded as a group of conditions with different etiologies. A genetic component is likely in many affected children. Research also indicates the possibility of two subtypes of patients with nocturnal enuresis: those with a functional bladder disorder and those with a maturational delay in nocturnal arginine vasopressin secretion. During the second year of life, children start to develop the ability to voluntarily relax the external urethral sphincter and initiate voiding, even in the absence of the desire to void. By approximately age 4 years, all children with normal bladder function should have acquired this ability.The evaluation of nocturnal enuresis requires a thorough history, a complete physical examination, and urinalysis. Urinalysis is the most important screening test in a child with enuresis.Treatment options include nonpharmacologic and pharmacologic measures. Continence training should be incorporated into the treatment regimen. Use of a bed-wetting alarm has the highest cure rate and the lowest relapse rate; however, some families may have difficulty with this treatment approach. Desmopressin and imipramine are the primary medications used to treat nocturnal enuresis, but both are associated with relatively high relapse rates.",,
1356,4,Pediatrics,An 8 year old boy presents with a cut with swelling on his arm. His physical exam also shows swollen lymph nodes. His mother tells you that he was most likely scratched by their neighbours cat. Which of the following organisms is most likely involved? ,Brucella canis,Sarcoptes scabiei,Chlamydia psittaci,Bartonella henselae,,,4,"Cat-scratch disease is infection caused by Bartonella henselae. Symptoms are a local papule and regional lymphadenitis. Within 3 to 10 days after a scratch, most patients develop an erythematous, crusted papule (rarely, a pustule) at the scratch site. Regional lymphadenopathy develops within 2 weeks. The nodes are initially firm and tender, later becoming fluctuant, and may drain with fistula formation. Fever, malaise, headache, and anorexia may accompany lymphadenopathy.Treatment is local heat application and analgesics. If a lymph node is fluctuant, needle aspiration usually relieves the pain. Antibiotic treatment is not clearly beneficial and generally should not be given for localized infection.",,
1357,4,Pediatrics,A newborn is noted to have a loud holosystolic murmur at the lower left sternal border. He also has episodes of difficulty breathing and has not been feeding well. Which of the following congenital heart defects does he most likely have? ,ASD,VSD,PDA,Tetralogy of Fallot,Coarctation of the aorta,,2,"A ventricular septal defect is one or more openings in the interventricular septum, producing a shunt between ventricles. Large defects result in a significant left-to-right shunt and produce dyspnea with feeding and poor growth. A loud, harsh, holosystolic murmur at the lower left sternal border is common. Recurrent respiratory infections and heart failure may develop. Diagnosis is by echocardiography. Defects may close spontaneously during infancy or require surgical repair.",,
1358,4,Pediatrics,"All of the following are appropriate in the initial assessment of a child with failure to thrive, except: ",Diet history,Social history,"Measurement of height, weight and head circumference",Growth hormone levels,Bone age x-ray,,4,"Failure to thrive is a condition commonly seen by primary care physicians. Prompt diagnosis and intervention are important for preventing malnutrition and developmental sequelae. Medical and social factors often contribute to failure to thrive. Either extreme of parental attention (neglect or hypervigilance) can lead to failure to thrive. About 25 percent of normal infants will shift to a lower growth percentile in the first two years of life and then follow that percentile; this should not be diagnosed as failure to thrive. Infants with Down syndrome, intrauterine growth retardation, or premature birth follow different growth patterns than normal infants. Many infants with failure to thrive are not identified unless careful attention is paid to plotting growth parameters at routine checkups. A thorough history is the best guide to establishing the etiology of the failure to thrive and directing further evaluation and management. All children with failure to thrive need additional calories for catch-up growth (typically 150 percent of the caloric requirement for their expected, not actual, weight). Few need laboratory evaluation. Hospitalization is rarely required and is indicated only for severe failure to thrive and for those whose safety is a concern. A multidisciplinary approach is recommended when failure to thrive persists despite intervention or when it is severe.",,
1359,4,Pediatrics,Which of the following statements about a child with short stature is correct? ,The bone age is delayed in a child with constitutional growth delay,Height crosses a major percentile line on the child's growth chart,Weight is more affected than height in a child with an endocrine deficiency,Karyotyping is part of the routine investigation of all children with short stature,Growth hormone replacement is helpful in a child with familial growth delay,,1,"Children with constitutional growth delay (CGD), the most common cause of short stature and pubertal delay, typically have retarded linear growth within the first 3 years of life. In this variant of normal growth, linear growth velocity and weight gain slows beginning as young as age 3-6 months, resulting in downward crossing of growth percentiles, which often continues until age 2-3 years. At that time, growth resumes at a normal rate, and these children grow either along the lower growth percentiles or beneath the curve but parallel to it for the remainder of the prepubertal years.CGD is a global delay in development that affects every organ system. Delays in growth and sexual development are quantified by skeletal age, which is determined from bone age radiographic studies of the left hand and wrist. Growth and development are appropriate for an individual's biologic age (skeletal age) rather than for their chronologic age. Timing and tempo of growth and development are delayed in accordance with the biologic state of maturity.",,
1360,4,Pediatrics,An 8 year old boy who has been continent of urine between the ages of 4 and 5 years comes in because of recent onset of enuresis. Which of the following statements is false? ,It may be precipitated by a family crisis,It does not require a specific treatment,It can lead to poor self esteem,Bed-wetting alarm has the lowest relapse rate.,It can be secondary to diseases such as diabetes mellitus,,2,"Nocturnal enuresis is a common problem that can be troubling for children and their families. A genetic component is likely in many affected children. Research also indicates the possibility of two subtypes of patients with nocturnal enuresis: those with a functional bladder disorder and those with a maturational delay in nocturnal arginine vasopressin secretion. The evaluation of nocturnal enuresis requires a thorough history, a complete physical examination, and urinalysis. Treatment options include nonpharmacologic and pharmacologic measures. Continence training should be incorporated into the treatment regimen. Use of a bed-wetting alarm has the highest cure rate and the lowest relapse rate; however, some families may have difficulty with this treatment approach. Desmopressin and imipramine are the primary medications used to treat nocturnal enuresis, but both are associated with relatively high relapse rates.",,
1361,4,Pediatrics,Which of the following is not correct about the pertussis vaccine? ,Delaying the primary series until the age of 1 year will not reduce the risk of a seizure,"The commonly quoted risk of 1:330,000 of brain damage has no basis in fact",It can cause febrile seizures,It may cause infantile spasms or sudden infant death syndrome,The risk of other forms of neurologic illness eg. Transverse myelitis is extremely small,,4,"Although serious systemic adverse events such as hypotonic-hyporesponsive episodes can still occur, they are much less common than with DTPw. Pertussis vaccine does not cause infantile spasms, epilepsy or sudden infant death syndrome (SIDS). Vaccine-induced fever may occasionally lead to a febrile convulsion, though much less commonly with DTPa than with DTPw.",,
1362,4,Pediatrics,The most common cause of apnea in infants less than 6 months is: ,Encephalitis,Seizure disorder,Cardiac arrhythmia,Milk allergy,Gastroesophageal reflux,,5,"The most common cause of apnea in infants is gastroesophageal reflux (GER) which is caused by immaturity of the muscle at the base of the esophagus which controls food passage into the stomach. If this muscle functions improperly, food or formula may reflux back into and up the esophagus into the back of the pharynx. This may trigger a reflex in infants which results in apnea.",,
1363,4,Pediatrics,"A 7 day old breastfed infant born at term has had decreased appetite, irritability, and vomiting for 24 hours. On physical examination, the infant appears listless. Respiratory rate is 40/min; heart rate, 160/min; and blood pressure, 68/38 mm Hg. The skin and sclerae are icteric but no other abnormalities are noted. Laboratory studies reveal: hemoglobin 120 g/L; total bilirubin, 270 umol/L; and direct bilirubin, 135 umol/L. Urinalysis is negative for reducing substances. Which of the following is the most likely diagnosis? ",Bacterial sepsis,Blood group incompatibility,Breast milk jaundice,Hypothyroidism,Intrauterine infection,,1,"Neonatal sepsis is invasive bacterial infection occurring in the 1st 90 days of life. Signs are multiple and include diminished spontaneous activity, less vigorous sucking, apnea, bradycardia, temperature instability, respiratory distress, vomiting, diarrhea, abdominal distention, jitteriness, seizures, and jaundice. Diagnosis is clinical, with extensive laboratory testing. Treatment is initially with ampicillin plus either gentamicin or cefotaxime, narrowed to organism-specific drugs as soon as possible.",,
1364,4,Pediatrics,"Each of the following statements about rotavirus gastroenteritis in children is correct, except: ",It usually occurs in the winter months,It is self-limited,It is often associated with respiratory symptoms,It is often accompanied by fever and vomiting,It is often associated with grossly bloody diarrhea,,5,"Rotavirus is a common and contagious virus that causes vomiting and diarrhea. Rotavirus is one of the most common causes of diarrhea in children. Although hardly any children die from rotavirus, worldwide the virus causes over 600,000 deaths a year, mostly in developing countries. Infection is spread mainly by swallowing material contaminated by the virus. Adults can become infected, but serious illness is rare.Symptoms begin with fever and vomiting, followed by watery diarrhea, which typically lasts 5 to 7 days. If fluid losses are not replaced, dehydration develops. Dehydration makes the child weak and listless, with a dry mouth and rapid pulse.",,
1365,4,Pediatrics,A child born at 32 weeks gestation is brought to your office at 2 months of age for a routine check up. The child has an upper respiratory tract infection but is afebrile. What decision would you make regarding the child's today's vaccination? ,Wait until the child is two months older to administer the first vaccination,Wait until the child is clinically well and then vaccinate,Administer the first vaccination,Consult a pediatrician,,,3,"Acute illness is not a contraindication to immunization. At 2 months of age this child should receive the following shots:DTaP: Diphtheria, tetanus, and acellular pertussis vaccine Hib: Haemophilus influenzae type b vaccine IPV: Inactivated poliovirus vaccine PCV: Pneumococcal conjugate vaccine RV: Rotavirus vaccine, recommended for infants at 2, 4, and 6 months of age",,
1366,4,Pediatrics,The most common cause of hemoptysis in a 6 year old boy is: ,Cystic fibrosis,Pneumonia,Foreign body,Tracheobronchitis,Neoplasm,,3,"Hemoptysis is defined as coughing up of blood or the presence of blood in sputum. It is not a common symptom in children and although not usually life-threatening, it can become so. Because children younger than 6 years of age tend to swallow their sputum, they rarely present with hemoptysis, unless the bleeding is substantial. Foreign body aspiration remains a leading cause of hemoptysis in children, with the majority of cases occurring in those younger than 4 years of age.",,
1367,4,Pediatrics,A 15 month old child has spastic cerebral palsy. Which of the following is most suggestive of perinatal asphyxia as the cause for this condition? ,Evidence of periventricular calcificatons at birth,Microcephaly at birth,Recurrent seizures in the newborn period,Retinopathy of prematurity,Rigidity and spasticity,,3,"The etiology of cerebral palsy is not well understood, and brain lesions are thought to be associated with prenatal, perinatal, or postnatal events of varying causes. Risk factors for cerebral palsy are multifactorial and can include preterm birth, multiple gestation, intrauterine growth restriction, male sex, low Apgar scores, intrauterine infections, maternal thyroid abnormalities, prenatal strokes, birth asphyxia due to seizures, maternal methyl mercury exposure, and maternal iodine deficiency.",,
1368,4,Pediatrics,Which of the following genetic diseases is incorrectly linked with its transmission pattern? ,Duchenne muscular dystrophy = sex-linked recessive,Achondroplasia = autosomal dominant,Cystic fibrosis = autosomal recessive,Hemophilia = sex-linked dominant,,,4,"Hemophilia A (factor VIII deficiency), which affects about 80% of hemophilic patients, and hemophilia B (factor IX deficiency) have identical clinical manifestations, screening test abnormalities, and X-linked recessive genetic transmission.",,
1369,6,Surgery,"Each of the following is an indication for tonsillectomy, except",Acute episode of otitis media,Peritonsillar abscess,Carcinoma of the tonsil,Hypertrophy with airway obstruction,Recurrent (at least six) episodes of group A Strep tonsillitis within one year,,1,"Indications for tonsillectomy are: Recurrent, confirmed bacterial tonsillitis (  4 times/year), irrespective of the type of bacteria. Complications of acute tonsillitis such as peritonsillar abscess or septicemia originating from the tonsils. Peritonsillar abscess in a patient  40 years of age.Suspected malignancy including marked asymmetry or ulceration.Airway obstruction caused by tonsils, sleep apnea, or disorder of dental occlusion. Chronic tonsillitis is a relative indication. It is indicated if the patient continuously has bad breath, sore throat, and gagging, and if the symptoms do not decrease during follow-up.",,
1370,4,Pediatrics,"A healthy, full-term, breastfed infant is jaundiced at 24 hours of age. The indirect serum bilirubin level is 210 umol/L. The mother is blood type O, Rh positive. Which of the following is the most appropriate step? ",Culture the blood,Interrupt breast feeding,Obtain a reticulocyte count,Obtain blood type and Coombs test,,,4,"The Coombs' test looks for antibodies that act against red blood cells. An abnormal (positive) direct Coombs' test means the patient has antibodies that act against their red blood cells. This may be due to autoimmune hemolytic anemia without another underlying cause, drug-induced hemolytic anemia (many drugs have been associated with this complication) or erythroblastosis fetalis (hemolytic disease of the newborn).",,
1371,4,Pediatrics,"A 6 week old male infant develops recurrent episodes of vomiting with dehydration. Each of the following would be consistent with a diagnosis of congenital hypertrophic pyloric stenosis, except: ",Non-bile stained vomitus after feeding,A metabolic acidosis and hyperkalemia,A history of increasing constipation,Good appetite,Visible epigastric peristaltic waves,,2,"Hypertrophic pyloric stenosis can cause almost complete gastric outlet obstruction. Symptoms develop between 2 and 6 weeks of life. Projectile vomiting (without bile) occurs shortly after eating. Until dehydration sets in, the child feeds avidly and otherwise appears well, unlike many of those with vomiting due to systemic illness. Diagnosis is by abdominal ultrasonography showing increased thickness of the pylorus (typically to = 4 mm; normal,  2 mm). The classic electrolyte pattern of an infant with pyloric stenosis is that of hypochloremic, hypokalemic, metabolic alkalosis.Initial treatment is directed at hydration and correcting electrolyte abnormalities. Definitive treatment is a longitudinal pyloromyotomy, which leaves the mucosa intact and separates the incised muscle fibers.",,
1372,4,Pediatrics,A 14 year old boy is concerned about his height. Physical examination reveals Tanner stage II pubic hair and genital development. Height and weight are at the 10th percentile for age. Which of the following is the most accurate statement about his growth? ,He is taller than the average 14 year old girl,He will be taller than his peers by age 16,He has not reached his peak height velocity,He will stop growing by age 17,His adult height will be at the 10th percentile,,3,"The peak height velocity occurs at a mean of 13.5 years in boys and 11.5 years in girls. Since this boy is only in tanner stage II, he still has not reached the peak height yet.",,
1373,4,Pediatrics,"A 10 year old boy with cough, fever and night sweats has a positive skin test for tuberculosis. A chest x-ray reveals minimal hilar adenopathy and a small pulmonary infiltrate. The current recommended treatment is: ",Isoniazid alone,Isoniazid plus rifampin and pyrazinamide,Isoniazid plus rifampin and streptomycin,Rifampin and corticosteroids,Rifampin and ethambutol,,2,"All patients with new, previously untreated TB should receive a 2 month initial phase of treatment followed by a 4 or 7 month continuation phase. Initial-phase therapy is with a combination of antibiotics for the first 2 months which are isoniazid (INH), rifampin (RIF), and pyrazinamide (PZA).",,
1374,4,Pediatrics,"During the newborn period, physical characteristics suggestive of prematurity include each of the following, except: ",A prominent diastasis of the rectus muscles,Scant ear cartilage,Absent breast buds,Thin skin,Hypotonic posture at rest,,1,"The abdomen is constructed of several layers of muscles many of which meet in the mid-line of the body. One of the primary sets of muscles that meet at this middle line are called the rectus muscles. These are the muscles that give the ripple effect of the lower abdomen in body builders. However, in newborn babies, these muscles may not be quite fully developed. In other words, they may not quite meet at this mid-line. This gap between the rectus muscles of each side of the body essentially causes a minor weakness of the abdomen. So, when the abdominal muscles are tightened like when the child cries or sits up from after lying flat, this vertical line made up of where the rectus muscles meet distends slightly outward. This phenomenon is called diastasis recti. This defect is considered normal in infants and almost always goes away by three years of age. And even if it does not completely resolve, it generally causes no difficulty for the child.",,
1375,4,Pediatrics,A 5 year old child is diagnosed as having juvenile rheumatoid arthritis. Which of the following is the least likely side effect of therapy with a non-steroidal anti-inflammatory drug? ,Abdominal pain,Lymphadenopathy,Tinnitus,Anemia,Rash,,2,"NSAIDs are associated with a number of side effects. The most common side effects are nausea, vomiting, diarrhea, constipation, decreased appetite, rash, dizziness, headache, and drowsiness. NSAIDs may also cause tinnitus and fluid retention, leading to edema. The most serious side effects are kidney failure, liver failure, ulcers and prolonged bleeding after an injury or surgery. Some individuals are allergic to NSAIDs and may develop shortness of breath when an NSAID is administered. People with asthma are at a higher risk for experiencing serious allergic reaction to NSAIDs.",,
1376,4,Pediatrics,Which of the following is a characteristic chest x-ray appearance of respiratory distress syndrome (RDS)?,Air bronchograms,Fluid in fissure,Patchy infiltrate,Concentrated Atelectasis,Enlarged heart,,1,"Respiratory distress syndrome is caused by pulmonary surfactant deficiency in the lungs of neonates born at  37 weeks gestation. Risk increases with degree of prematurity. Symptoms and signs include grunting respirations, use of accessory muscles, and nasal flaring appearing soon after birth. Diagnosis is by clinical presentation, including recognition of risk factors; ABGs demonstrating hypoxemia and hypercapnia; and chest x-ray. Chest x-ray shows diffuse (spread out over a large area; not concentrated) atelectasis classically described as having a ground-glass appearance with visible air bronchograms; appearance correlates loosely with clinical severity.",,
1377,4,Pediatrics,An 8 year old boy presents with sudden onset of pain in the distal femur. His parents recall that he was hit with a hockey stick during a street hockey game last week. The most likely diagnosis is: ,Osteomyelitis,Fracture of the distal femur,Juvenile rheumatoid arthritis,Septic arthritis,,,1,"Osteomyelitis is inflammation and destruction of bone caused by bacteria, mycobacteria, or fungi. Common symptoms are localized bone pain and tenderness with constitutional symptoms (in acute osteomyelitis) or without constitutional symptoms (in chronic osteomyelitis). Trauma, ischemia, and foreign bodies predispose to osteomyelitis. Patients with acute osteomyelitis of peripheral bones usually experience weight loss, fatigue, fever, and localized warmth, swelling, erythema, and tenderness. Diagnosis is by radiography and cultures. Bony changes are not evident for 14-21 days and initially manifest as periosteal elevation followed by cortical or medullary lucencies. By 28 days, 90% of patients demonstrate some abnormality. The MRI is effective in the early detection and surgical localization of osteomyelitis.Treatment is with antibiotics and sometimes surgery.",,
1378,4,Pediatrics,"The most likely diagnosis in a 3 years old with a abdominal mass, found to be of renal origin, is: ",Renal cell carcinoma,Wilm's tumor,Neuroblastoma,Renal stones,Polycystic kidney disease,,2,"Wilms tumor (WT) is the fifth most common pediatric malignancy and the most common type of renal tumor in children. This neoplasm may present with renal signs and symptoms, such as hypertension, hematuria and abdominal pain. Wilms' tumor should be considered in the differential diagnosis of an abdominal mass in a child. The mean age at diagnosis is 41.5 months for males and 46.9 months for females. Wilms' tumor can present as an abdominal mass in newborns, and it occasionally develops in adolescents.When an abdominal mass is detected in a child, ultrasound examination of the abdomen should be performed within 24 hours by a radiologist with pediatric experience. If the ultrasound examination does not clearly identify the origin of the mass, abdominal CT scanning should be performed. If the mass is confirmed to be of renal origin, immediate referral to a pediatric oncologist and a pediatric surgeon is indicated.Differential Diagnosis of Abdominal Mass in Children--&gt;Neonates-RenalHydronephrosis* Multidysplastic kidney* Mesoblastic nephroma* Renal vein thrombosis&dagger; Polycystic kidney disease&dagger; Wilms' tumor&dagger;Rhabdoid tumor&dagger; -PelvicOvarian cyst Hydrocolpos Hydrometrocolpos Gastrointestinal duplication--&gt;Infants and children -RetroperitonealNeuroblastoma Wilms' tumor Lymphoma-Liver Hepatoblastoma* Embryonal sarcoma&dagger;-Gastrointestinal Duplication Meckel's diverticulum Fecal mass-Pelvic Ovarian cysts Teratomas-Other Omental or mesenteric cyst*Common. &dagger;Rare. ",,
1379,4,Pediatrics,Which of the following congenital anomalies usually resolves spontaneously? ,Club foot,Genu varum,Tibial torsion,Flexible flat feet,Femoral torsion,qe598.jpg,2,"Clinical assessment for Genu varus or bow-leggedness is often made with the legs together by measuring the distance between the knees for bowing and the ankles for knock knee (genu valgum) deformity. A more accurate measurement would be the tibial femoral angle as seen on the standing x-ray. One must be careful that the legs are in neutral rotation when the x-ray is taken, as internal or external rotation will alter this angle. Physiologic bow leg deformity should spontaneously correct by two years of age. No x-rays are usually necessary before then. Internal tibial torsion and external rotation contracture of the hips often accompany genu varum and tend to accentuate the deformity.Treatment is reassurance and observation. Shoe corrections, splints and exercise programs do not produce any change different than the normal expected spontaneous correction.",,
1380,4,Pediatrics,A 5 year old boy develops a rash. He also has Koplik's spots that have appeared. His other symptoms include fever and cough. Which of the following illnesses does he most likely have? ,Measles,Mumps,Rubella,Diptheria,Polio,,1,"Measles is a highly contagious, viral infection that is most common in children. It is characterized by fever, cough, coryza, conjunctivitis, enanthem (Koplik's spots) on the buccal or labial mucosa, and a maculopapular rash that spreads cephalocaudally. Diagnosis is usually clinical. Treatment is supportive. Vaccination is highly effective.",,
1381,4,Pediatrics,"A 4 year old boy develops a headache, cough, myalgia and a fever. He has been a healthy child with all immunizations up to date. He is given a decongestant and an aspirin for his symptoms with some relief. However, 3 days later, he is brought back by his parents because of persistent vomiting and irritability. On physical examination, he is found to be semicomatose, becoming combative on stimulation. Which of the following levels should be measured to aid in the diagnosis of this patient?  ",Serum ammonia level,Serum blood urea nitrogen level,Serum calcium level,Serum opiate level,Serum sodium level,,1,"The child is presenting with symptoms of Reye syndrome, which is an acute encephalopathy associated with high ammonia levels. It most commonly occurs in young children after a viral illness. Administration of aspirin increases the risk of developing this disorder. The vomiting is characteristic.",,
1382,4,Pediatrics,"A 5 year old girl presents to the ER with acute onset of muscle weakness. Her muscle weakness started in her legs yesterday. The weakness became worse today and progressed to the trunk and both arms. She was also complaining difficulty of breathing earlier today. She has been otherwise healthy but had a common cold about 10 days ago. On examination, her respirations are 25/min and shallow. She has profound muscle weakness in her lower extremities, and moderate weakness in her upper extremities. Her deep tendon reflexes are absent. A lumbar puncture is performed, which shows increased protein concentration. Which of the following is the most likely diagnosis?  ",Botulism,Dermatomyositis,Guillain-Barr syndrome,Myasthenia gravis,,,3,"The girl in this clinical vignette has classic Guillain-Barr syndrome, also known as acute inflammatory demyelinating polyneuropathy (AIDP). It is an acute illness characterized by rapid demyelination of peripheral nerves. A symmetric ascending weakness progresses rapidly. In this case, the involvement of the respiratory muscles is potentially life threatening. Sensory deficit, involvement of facial musculature, and autonomic insufficiency may occasionally happen. Weakness usually follows a nonspecific viral infection by about 7-14 days. Lumbar puncture shows elevation of protein concentration in the absence of pleocytosis in the CSF. Diagnosis is made by nerve conduction studies, which will show demyelination. Treatment involves plasmapheresis or gamma-globulin infusion. Respiratory failure must be aggressively managed with adequate respiratory support. Children with this syndrome have a very good prognosis; full recovery is usually the rule. A few may be left with some residual weakness.",,
1383,4,Pediatrics,"A 5 year old girl was diagnosed with otitis media about 10 days ago and was prescribed oral amoxicillin. She has since developed bloody diarrhea with mucus, crampy abdominal pain, and fever. On physical examination, her temperature is 39.4 C (102.9 F), pulse is 88/min, and respirations are 16/min. She has normal bowel sounds and is diffusely tender to palpation. Which of the following is the most appropriate initial step in diagnosis?  ",Barium enema,Evaluation of stool for Clostridium difficile toxins,Evaluation of stool for rotavirus,Stool examination for ova and parasites,Stool Hemoccult test,,2,"The girl in this clinical vignette has pseudomembranous colitis, which is caused by the toxins produced by Clostridium difficile. The colon is colonized by C. difficile after eradication of the normal microflora by a course of antibiotics. Virtually all antibiotics, including metronidazole and vancomycin, have been implicated in the pathogenesis of pseudomembranous colitis. Patients usually present with watery or bloody diarrhea, tenesmus, fever, and abdominal pain. Symptoms typically occur 7-10 days after initiation of the antibiotic; in rare cases, pseudomembranous colitis can occur up to 6 weeks after antibiotic initiation. On sigmoidoscopy or colonoscopy, the disease is characterized by an accumulation of an inflammatory exudate, the pseudomembrane over the mucosa. Assay for C. difficile toxins is useful in diagnosing pseudomembranous colitis. An alternative is to perform stool cultures for C. difficile. Oral metronidazole is the treatment of choice.",,
1384,4,Pediatrics,A neonate develops severe cyanosis that begins within minutes of birth. Blood drawn one hour after birth shows metabolic acidosis with respiratory acidosis. A chest x-ray film shows a narrow base to the great vessels and the heart resembles an egg on its side. ECG is normal. Which of the following is the most likely diagnosis?  ,Aortic valve stenosis,Complete atrioventricular canal defect,Tetralogy of Fallot,Transposition of the great arteries,Underdeveloped (hypoplastic) left ventricle syndrome,,4,"This is transposition of the great arteries, in which the aorta arises from the right ventricle and the pulmonary artery arises from the left ventricle. Approximately 5% of congenital cardiac anomalies have transposition of the great arteries. Affected babies present within minutes of birth with severe cyanosis and metabolic acidosis secondary to inability to oxygenate tissues. The only exchange of blood between pulmonic and circulatory systems is typically occurring through a patent ductus arteriosus. The chest x-ray changes illustrated in the question stem are typical, and are due to superposition of the great vessels (rather than the normal side-to-side position). Surgical repair is usually performed within 7 to 10 days of life.",,
1385,4,Pediatrics,"A 12 year old boy is brought to the clinic because of a several month history of strange behavior. According to his parents, the boy occasionally will start staring and not respond. He will also have tears in his eyes. These episodes last several seconds and he then returns to his baseline. He has not sustained any head trauma and is on no medications. Which of the following drugs is the most appropriate treatment?  ",Diazepam,Diphenhydramine,Ethosuximide,Phenobarbital,Phenytoin,,3,"The patient is having absence or petit mal seizures, and the drug of choice is ethosuximide or valproic acid. Diazepam is effective in treating status epilepticus but is not used in treating petit mal seizures. Diphenhydramine is an antihistamine and would not be of benefit in treating this illness. Phenobarbital and Phenytoin are anticonvulsants, but are not used for absence seizures.",,
